A_Name_Ch,A_Summary,A_Keywords,A_AlsoKnown,A_Geo,A_Location,A_POIGroup,A_Name_En,A_Name_Latin,A_Phylum,A_Class,A_Order,A_Family,A_Conservation,A_Distribution,A_Habitat,A_Feature,A_Behavior,A_Diet,A_Crisis,A_Interpretation,A_Theme_Name,A_Theme_URL,A_Adopt,A_Code,A_Pic01_ALT,A_Pic01_URL,A_Pic02_ALT,A_Pic02_URL,A_Pic03_ALT,A_Pic03_URL,A_Pic04_ALT,A_Pic04_URL,A_pdf01_ALT,A_pdf01_URL,A_pdf02_ALT,A_pdf02_URL,A_Voice01_ALT,A_Voice01_URL,A_Voice02_ALT,A_Voice02_URL,A_Voice03_ALT,A_Voice03_URL,A_Vedio_URL,A_Update,A_CID,,
家驢,,,,MULTIPOINT ((121.5823366 24.9995479)),兒童動物區,,Domestic Ass，Donkey,Equus asinus,脊索動物門,哺乳綱,奇蹄目,馬科,暫無危機 LC,野生種分布在非洲的蘇丹南部、衣索比亞、索馬利亞跟阿拉伯半島，馴化驢則全世界都有。,,體型比斑馬小，頭部較大耳朵較長，背部毛色一般為灰色，夏季會比較偏紅，腹部為白色，背部有時會有一條較深的條紋，豎立的鬃毛長而細，尾巴末端蓬鬆，蹄長且窄。,"1. 野生種及野生家驢的是日行性動物。社會結構與馬類似，有獨居雄驢、生殖群、光棍群或青少年群。
 2. 驢的蹄又長又窄，可以讓牠們在凹凸不平的石礫地上走得更穩。
 3. 驢走的速度雖然比較慢，但是比馬耐旱，對於飲水的需求不大，即使在酷熱或是食物不足的情況下仍可工作，通常也比馬便宜，因此，牠們仍然是非常重要的駝獸。
 4. 家驢有護幼的天性，所以常被訓練用來保護綿羊、山羊等家畜，即使威脅者是大型犬或人類，也會毫不猶豫發動攻擊。",草食性。,,,,,,Donkey,家驢,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Donkey/Donkey_Pic01.jpg,家驢,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Donkey/Donkey_Pic02.jpg,家驢,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Donkey/Donkey_Pic03.jpg,家驢,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Donkey/Donkey_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-DsK9l8S1U03MyFLVGHyKKPw,2017/9/29,30,,
迷你馬,,,,MULTIPOINT ((121.5824398 24.999554)),兒童動物區,,Pony,Equus pony_mule,脊索動物門,哺乳綱,奇蹄目,馬科,未評估 NE,歐洲等地,,"1. 迷你馬其實就是所謂的小型馬，體型比一般馬矮小，肩高約100至150公分，肩高矮於86公分。
 2. 迷你馬體色多變化，頭部顯得較大，腿較粗壯，頸部鬃毛下垂，有像瀏海一般的「額髮」。",沒有經過專業訓練的迷你馬，情緒比較難以捉摸，容易踢或咬傷飼主或旁人。不具有反芻行為。,植食性。以草為主食，也吃嫩樹葉。,,,,,,Pony,迷你馬,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Pony/Pony_Pic01.jpg,迷你馬,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Pony/Pony_Pic02.jpg,迷你馬,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Pony/Pony_Pic03.jpg,迷你馬,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Pony/Pony_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-Dv7ejKMtQF_Jyof8N1llWCG,2017/9/29,31,,
絨鼠,,,美洲栗鼠、毛絲鼠、絨毛鼠、金絲鼠,MULTIPOINT ((121.5824023 24.9992805)),兒童動物區,,Chinchilla,Chinchilla laniger,脊索動物門,哺乳綱,嚙齒目,絨鼠科,瀕危 EN,智利北方的安地斯山脈3000~5000公尺山區。,,進食時，牠們會用臀部坐著，且以手拿食物。雖然生活環境中的水很少，但草葉上的露水就足夠牠們生活了。,"1. 型態看似松鼠，毛囊長約60根的毛，毛質特別柔軟，常利用火山灰堆積成的細砂去除皮脂腺分泌的大量油脂(砂浴)
 2. 常在日落後從藏身的岩縫或岩穴中出來，敏捷地在岩石間跳、爬活動。因人類大量捕殺，取其皮毛，族群數量銳減。
 3. 群居有領域性的夜行性動物，以甘草為食，由於棲息地多為瘠地，任何找得到的植物都是食物。",飼養者予五穀雜糧及水果。幾乎可以在岩石貧瘠之處找到的植物牠都吃。植食性。,,,,,,Chinchilla,絨鼠,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Chinchilla/Chinchilla_Pic01.jpg,絨鼠,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Chinchilla/Chinchilla_Pic02.jpg,絨鼠,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Chinchilla/Chinchilla_Pic03.jpg,絨鼠,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Chinchilla/Chinchilla_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-DtaMo67RoHqnd3cWuZ-5-Mi,2017/9/29,36,,
狐獴,,,,MULTIPOINT ((121.5824023 24.9992805)),兒童動物區,,meerkat,Suricata suricatta,脊索動物門,哺乳綱,食肉目,獴科,未評估 NE,南非、奈米比亞及安哥拉西南部的喀拉哈里沙漠,,體長約25-35公分，有著細長的尾巴，眼眶有黑色斑塊，像是自備太陽眼鏡，耳朵小且圓，在挖沙時能閉起來避免耳道進沙，及長且彎曲的爪子，利於挖掘地道及獵食,"1. 沙漠夜晚非常寒冷，所以當太陽升起時第一件事，便是利用腹部的黑色區域吸收太陽的熱來溫暖身體。
 2. 成群生活，每群大約有三十隻。牠們會挖地洞為巢，共同住在大型的地洞系統中。
 3. 當整群狐獴在洞穴外進食時一定會有一隻負責守衛，並在注意到危險時發出警告叫聲。
 4. 在繁殖期間時雌雄也會分工，由雌性哺乳、雄性守衛。",肉食性。以節肢動物、蜥蜴、小型哺乳類動物及蛋為主要食物。,,,,,,,狐獴,http://www.zoo.gov.tw//iTAP/03_Animals/ChildrenArea/meerkat/meerkat_1.jpg,狐獴,http://www.zoo.gov.tw//iTAP/03_Animals/ChildrenArea/meerkat/meerkat_2.jpg,狐獴,http://www.zoo.gov.tw//iTAP/03_Animals/ChildrenArea/meerkat/meerkat_3.jpg,,,,,,,,,,,,,,2017/7/10,,,
蘭嶼豬,,,,MULTIPOINT ((121.5824023 24.9992805)),兒童動物區,,Lanyu pig,Sus scrofa domestic,脊索動物門,哺乳綱,偶蹄目,豬科,暫無危機 LC,原產於蘭嶼小體型的小耳豬種，最早起源自達悟族先民馴化之野豬,,"1. 蘭嶼豬的成熟個體體重平均不超過80公斤。
 2. 蘭嶼豬軀幹呈長方形，體型較小，四肢粗短強健，毛色黝黑且具光澤，耳朵小而直立。
 3. 其頸部至背部長有剛毛，背部些許凹背。","1. 是馴化的家豬，脾氣也比野豬溫馴，且體型適合人類遷徙時攜帶。
 2. 適應亞熱帶濕熱氣候。",雜食性。野外主要以植物為食，吃嫩葉、塊根、漿果和農作物，有時也會吃昆蟲、蚯蚓等無脊椎動物。,,,,,,,蘭嶼豬,http://www.zoo.gov.tw//iTAP/03_Animals/ChildrenArea/Lanyupig/Lanyupig01.jpg,蘭嶼豬,http://www.zoo.gov.tw//iTAP/03_Animals/ChildrenArea/Lanyupig/Lanyupig02.jpg,蘭嶼豬,http://www.zoo.gov.tw//iTAP/03_Animals/ChildrenArea/Lanyupig/Lanyupig03.jpg,,,,,,,,,,,,,,,,,
北美浣熊,,,浣熊,MULTIPOINT ((121.589132 24.99234)),兒童動物區,,Raccoon,Procyon lotor,脊索動物門,哺乳綱,食肉目,浣熊科,暫無危機 LC,加拿大南部、美國及南美洲北部。,,"1. 全身毛色為灰黑色，尾巴有5-10圈黑色環紋，臉上也有像面罩一樣的黑色斑紋。
 2. 口鼻部尖而突出，趾間無蹼，爪不能縮回，前肢五指分開，其腳印很像人的手印
 3. 雌性有4對乳腺。","1. 棲息在茂密的森林或灌叢中，通常會靠近水源居住；夜行性的動物，擅長爬樹及游泳。
 2. 浣熊並不冬眠，在較溫暖的地區，牠們一年四季都很活躍，在寒冷的地區，牠們會躲在洞穴中過冬，天氣暖的時候就會跑出來活動，即使在冬天，牠們的體溫不會降低，代謝速率也不會減慢，只依賴身體內的脂肪過冬，因此，一個冬季可以消耗牠們將近一半的體重。
 3. 浣熊的嗅覺及手掌感覺非常敏銳，食物通常是由前肢探索並送入口中的，也為牠博得「浣熊」之名(「浣」意思為「洗滌」)。",雜食性，吃甲殼類的蝦、蟹等、青蛙、魚、堅果、種子、橡實及漿果。,,,,,,Raccoon,北美浣熊,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Raccoon/Raccoon_Pic01.jpg,北美浣熊,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Raccoon/Raccoon_Pic02.jpg,北美浣熊,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Raccoon/Raccoon_Pic03.jpg,北美浣熊,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Raccoon/Raccoon_Pic04.jpg,,,,,,,,,,,,########,236,,
蜜熊,,,,MULTIPOINT ((121.5824023 24.9992805)),兒童動物區,,Kinkajou,Potos flavus,脊索動物門,哺乳綱,食肉目,浣熊科,暫無危機 LC,墨西哥南部至巴西、馬它果鎮。,熱帶森林,"1. 重量：1.84~4.6公斤 頭身長：41~57公分，尾長跟體長相似。
 2. 蜜熊是浣熊的同類，但身材像猴子，具有食肉目動物少有的能捲住東西的長尾，有第五隻手之稱。可使用此長尾在樹枝間跳躍，或包住自己的幼熊。","1. 夜行性動物。
 2. 長舌頭用於舔取蜂蜜。
 3. 利用尾巴、腳、爪子翻越樹枝，且擅於爬樹。
 4. 身上無毛的部份，會分泌腺體，在樹上塗味道，以便於同類間的連絡。",雜食性，特別愛攝食蜂蜜及水果，這是食肉目中少見的。,,,,,,,蜜熊,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/0_AmphibianReptile/,蜜熊,http://www.zoo.gov.tw/iTAP/03_Animals/PangolinDome/Kinkajou/Kinkajou%20_Pic02.jpg,蜜熊,http://www.zoo.gov.tw/iTAP/03_Animals/PangolinDome/Kinkajou/Kinkajou%20_Pic03.jpg,蜜熊,http://www.zoo.gov.tw/iTAP/03_Animals/PangolinDome/Kinkajou/Kinkajou%20_Pic04.jpg,,,,,,,,,,,,,,,
臺北赤蛙,,,,MULTIPOINT ((121.5898494 24.9940697)),兩棲爬蟲動物館,,Taipei Grass Frog,Rana taipehensis,脊索動物門,兩棲綱,無尾目,赤蛙科,無危LC,分布於臺灣西半部，以及印度東部、尼泊爾、越南北部、以及中國南方。,臺北赤蛙棲息於富有挺水植物的草澤。,"1. 臺北赤蛙屬於小型蛙種，體型纖細瘦長，體長3-5公分。
 2. 虹膜金黃色，體色綠色、背側褶白色，背側褶兩側各有一條黑色縱帶。","1. 臺北赤蛙屬於夜行性物種，每年伴隨梅雨季節降雨開啟繁殖季，雄蛙求偶的鳴叫聲纖細，求偶時鳴叫聲從開始的單音「嘰」到連續的「嘰~啾~」聲，乍聽之下彷彿擦玻璃發出的聲音。
 2. 入秋後臺北赤蛙從水域移棲到周邊的陸域生活，因此棲地保育時對水塘周邊的陸域緩衝帶進行保護，也是對本物種棲地保育的重要工作。",以小型節肢動物為主食,面臨生存水域縮減以及慣行農法對棲地的汙染。,,,,,Frog-TG,臺北赤蛙,http://www.zoo.gov.tw//iTAP/03_Animals/AmphibianReptile\Frog-TG/TaipeiGrassFrog01.jpg,,,,,,,,,,,,,,,,,,,,,
斯文豪氏赤蛙,,,,MULTIPOINT ((121.5898494 24.9940697)),兩棲爬蟲動物館,,Swinhoe's frog,Rana swinhoana,脊索動物門,兩棲綱,無尾目,赤蛙科,無危LC,台灣特有種。生活在中、低海拔山區的溪流和山澗附近。,棲息於溪澗、溪流等水域環境。,"1. 體型修長扁平，背側褶不明顯，皮膚光滑，體側有明顯的疣狀顆粒
 2. 四肢細長，趾端膨大為吸盤。
 3. 上唇由吻端到嘴角有一黃白色縱帶，背部為綠色或黃褐色，偶而夾雜深褐色斑，腹部為白色。",斯文豪氏赤蛙長於溪澗求偶鳴叫，叫聲為單音「啾」，常被誤認為鳥叫聲，,以小型節肢動物為主食,,,,,,Frog-S,斯文豪氏赤蛙,http://www.zoo.gov.tw//iTAP/03_Animals/AmphibianReptile/Frog-S/Swinhoesfrog01.jpg,斯文豪氏赤蛙,http://www.zoo.gov.tw//iTAP/03_Animals/AmphibianReptile/Frog-S/Swinhoesfrog02.jpg,斯文豪氏赤蛙,http://www.zoo.gov.tw//iTAP/03_Animals/AmphibianReptile/Frog-S/Swinhoesfrog03.jpg,斯文豪氏赤蛙,http://www.zoo.gov.tw//iTAP/03_Animals/AmphibianReptile/Frog-S/Swinhoesfrog04.jpg,,,,,,,,,,,,,,,
腹斑蛙,,,,MULTIPOINT ((121.5898494 24.9940697)),兩棲爬蟲動物館,,Olive frog,Rana adenopleura,脊索動物門,兩棲綱,無尾目,赤蛙科,一般類野生動物,臺灣及中國南部。,靜水池塘、沼澤溼地等,腹斑蛙體型短胖，體色褐色，背中央有一條不明顯的背中線。,腹斑蛙為都市常見的蛙類之一，常於春夏季出沒在人工水域鳴叫，叫聲為連續「給、給、給」，非常容易辨識。,以小型節肢動物為主食,,,,,,Frog-O,腹斑蛙,http://www.zoo.gov.tw//iTAP/03_Animals/AmphibianReptile/Frog-O/Olivefrog01.jpg,,,,,,,,,,,,,,,,,,,,,
黑眶蟾蜍,,,,MULTIPOINT ((121.5898494 24.9940697)),兩棲爬蟲動物館,,Asian spined toad,Bufo melanostictus,脊索動物門,兩棲綱,無尾目,蟾蜍科,無危LC,東亞至東南亞。,廣泛分布於地海拔至平地各種環境，亦能在過度開發的都市生存。,黑眶蟾蜍皮膚粗糙，眼周圍至吻端的黑色花紋為其主要特徵。,"1. 黑眶蟾蜍為低海拔至平地的常見物種，近年族群呈現適應都市化營生
 2. 春夏繁殖季常出沒於公園水池或雨水溝中，發出連續「咯咯咯咯咯咯咯」的鳴叫聲。",以小型節肢動物為主食,,,,,,Ttoad-AS,黑眶蟾蜍,http://www.zoo.gov.tw//iTAP/03_Animals/AmphibianReptile/Ttoad-AS/Asianspinedtoad01.jpg,,,,,,,,,,,,,,,,,,,,,
柴棺龜,,,,MULTIPOINT ((121.5898494 24.9940697)),兩棲爬蟲動物館,,Yellow pond turtle,Mauremys mutica,脊索動物門,爬蟲綱,龜鱉目,地龜科,瀕危EN,分布於東亞及東南亞。,棲息於溪流、池塘等水域環境。,"1. 頭頂圓滑，背甲卵圓形，中央有一列不明顯的稜脊。
 2. 頭頂灰橄欖色，眼後有一條黃色寬縱紋，背甲為灰褐色或黃褐色，腹甲為黃色或褐色。
 3. 每個盾板外緣有大型黑斑，雄龜腹甲明顯呈內凹狀。",柴棺龜通常棲息在靠近丘陵地區的山澗盆地或是河流谷地等水域，常常潛藏在水域底部的泥地內，只露出頭部觀察環境，等到四周無動靜時才出來活動。,雜食性，吃蚯蚓、昆蟲、蝦、蟹、魚、田螺及植物的莖、葉、種子等。,因亞洲龜類貿易危害，野生個體面臨嚴重的盜獵威脅。,,,,,turtle-YP,柴棺龜,http://www.zoo.gov.tw//iTAP/03_Animals/AmphibianReptile/Turtle-YP/Yellowpondturtle01.jpg,柴棺龜,http://www.zoo.gov.tw//iTAP/03_Animals/AmphibianReptile/Turtle-YP/Yellowpondturtle02.jpg,,,,,,,,,,,,,,,,,,,
眼鏡蛇,,,,MULTIPOINT ((121.5898494 24.9940697)),兩棲爬蟲動物館,,Chinese Cobra,Naja atra,脊索動物門,爬蟲綱,有鱗目,蝙蝠蛇科,易危VU,分布於臺灣、越南以及中國南方。,眼鏡蛇棲息於低海拔至平地的荒地或屯墾區。,眼鏡蛇頸背具有U字型白色環紋。,"1. 臺灣分布為低海拔至平地，族群曾因人類活動而退避郊區，近年有適應市區生活的趨勢，常躲藏市區荒廢的角落營生，但每當都市開發的腳步靠近就逼得牠們四竄逃命，因此時常引發遭放生外來種蛇類的謬論在網路流傳。
 2. 眼鏡蛇肩負著抑制鼠類、維持生態平衡的角色，雖然多數人因不了解與懼怕而對牠們退避三舍，卻不知道眼鏡蛇對人類才真是避之唯恐不及。",以小型哺乳類為主食,面臨棲地開發以及人類無法共處之威脅。,,,,,CC,眼鏡蛇,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/0_AmphibianReptile/CC/ChineseCobra01.jpg,眼鏡蛇,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/0_AmphibianReptile/CC/ChineseCobra02.jpg,,,,,,,,,,,,,,,,,,,
犀牛圓尾鬣蜥,,,,MULTIPOINT ((121.5898494 24.9940697)),兩棲爬蟲動物館,,Rhinoceros Iguana,Cyclura cornuta,脊索動物門,爬蟲綱,有鱗目,鬣蜥科,易危VU,海地與多明尼加,棲息於島嶼岩礁地形,犀牛鬣蜥體型壯碩，體色呈灰藍色，以額頭上突起的鱗角狀似犀牛而得名。,犀牛鬣蜥生活於中美洲海島上，為適應環境會利用排鹽腺體將過多的鹽分從鼻腔排出。,雜食性偏植食性。,野生族群面臨盜獵問題。,,,,,Iguana-R,犀牛圓尾鬣蜥,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Iguana-R/RhinocerosIguana01.jpg,,,,,,,,,,,,,,,,,,,,,
大壁虎,,,,MULTIPOINT ((121.5898494 24.9940697)),兩棲爬蟲動物館,,Tokay gecko,Gekko gecko,脊索動物門,爬蟲綱,有鱗目,壁虎科,無危LC,分布於東南亞，在臺灣為外來入侵種。,"1. 棲息於森林的樹木上活動，也會在都市建築物牆上活動。
 2. 臺灣各地皆曾捕捉過逃逸個體，近年於高雄龜山出現穩定族群。
 3. 廣布於東南亞，早年為中藥行常見的藥材，會壓扁曬乾後販售。","1. 頭部寬大，體長約25公分左右
 2. 體色呈褐色或藍灰色，體表散佈有許多紅色斑點。",1. 大壁虎生性兇猛且咬合力強，會捕食昆蟲與其他爬蟲類動物。,以小型節肢動物、小型爬蟲類為主食,為外來種，威脅本土動物生存，,,,,,Gecko-T,大壁虎,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Gecko-T/Tokaygecko01.jpg,大壁虎,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Gecko-T/Tokaygecko02.jpg,,,,,,,,,,,,,,,,,,,
韃靼沙蚺,,,,MULTIPOINT ((121.5898494 24.9940697)),兩棲爬蟲動物館,,Tartari sand boa,Eryx tataricus,脊索動物門,爬蟲綱,有鱗目,蚺科,無危LC,亞洲西部。,棲息於沙漠環境。,韃靼沙蚺體型嬌小，身體短粗，吻鱗發達，眼極小。,韃靼沙蚺發達的吻鱗有助於鑽沙潛行，能在沙質環境迅速滑行，為夜行性生物。,蜥蜴、小型哺乳動物。,,,,,,Boa_Ts,韃靼沙蚺,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Boa_Ts/Tartarisandboa01.jpg,韃靼沙蚺,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Boa_Ts/Tartarisandboa02.jpg,,,,,,,,,,,,,,,,,,,
安南龜,,,,MULTIPOINT ((121.5898494 24.9940697)),兩棲爬蟲動物館,,Vietnamese Pond Turtle,Mauremys annamensis,脊索動物門,爬蟲綱,龜鱉目,地龜科,極危CR,越南中部。,"1. 低海拔河流與湖泊。
 2. 曾是越南廣佈的物種，在野外的天然威脅並不多。",安南龜體色與背甲呈深褐色，臉部有黃色橫紋。,,雜食性偏植食性。,因人類大量捕捉造成一度判定為野外滅絕，近年才又發現野生小族群，但仍面臨嚴重的盜獵壓力。,,,,,,安南龜,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Turtle-VP/Vietnamese Pond Turtle01.jpg,安南龜,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Turtle-VP/Vietnamese Pond Turtle01.jpg,,,,,,,,,,,,,,,,,,,
中國鱷蜥,,,,MULTIPOINT ((121.5898494 24.9940697)),兩棲爬蟲動物館,兩棲爬蟲動物館,Chinese crocodile lizard,Shinisaurus crocodilurus,脊索動物門,爬蟲綱,有鱗目,異蜥科鱷蜥屬,瀕危EN,分布於亞洲的中國西南部以及越南北部。,棲息於溪澗、溪流周邊水池等水域環境。,中國鱷蜥是蜥蜴的一種，身體呈圓柱狀，尾部側扁如鱷魚。一般體長在32-36㎝，最長可達40㎝。雌蜥體色偏黃棕色，雄蜥體色偏紅棕色。,"1. 中國鱷蜥是日行性的種類，主要在晨、昏兩時段活躍。
 2. 半水生的物種，當受到威脅時，會潛入水中，並且可以長時間待在水底躲避天敵。
 3. 原棲地11月至3月間低於15.5°C的水溫會促使冬眠，此時會選擇在岩石縫隙或樹洞中冬眠。
 4. 胎生的蜥蜴，妊娠約9個月，每次可產2-12隻幼蜥。",以活的兩棲類、魚、蚯蚓、昆蟲等為食。,為滿足寵物市場需求衍生的盜獵行為，造成野生族群持續下降。,"中國鱷蜥 Chinese crocodile lizard
  ．特徵：體型粗壯，身體呈圓柱狀，頭大呈三角形，眼睛小，背部有縱向的疣狀脊鱗，尾部側扁似鱷魚，尾背面有由大鱗片形成兩列明顯的稜脊。背部為灰褐色或黃褐色，腹部為淺黃色有黑色斑紋，尾部有數條黑褐色橫紋。
  ．分布：東亞的中國廣西。生活在多岩石的山區森林的溪流附近。
  體長：30-46 cm
  食性：節肢動物、環節動物、魚類、兩棲類
  習性：日行性、晨昏活動",,,,Lizard-CC,中國鱷蜥,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Lizard-CC/Lizard-CC_Pic01.jpg,中國鱷蜥,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Lizard-CC/Lizard-CC_Pic02.jpg,中國鱷蜥,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Lizard-CC/Lizard-CC_Pic03.jpg,中國鱷蜥,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Lizard-CC/Lizard-CC_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-DvBXcb5zpkvZwPrR9hB8dxw,2017/9/29,37,,
中部鬍鬚蜥,,,,MULTIPOINT ((121.5898494 24.9940697)),兩棲爬蟲動物館,兩棲爬蟲動物館,Central bearded dragon,Pogona vitticeps,脊索動物門,爬蟲綱,有鱗目,飛蜥科,無危LC,澳洲的中東部,生活在沙漠、乾燥的草原、灌叢和森林。,"1. 體型粗壯扁平，頭部大呈三角形，外耳孔明顯，頭部後面、頸部背面和喉部有大型棘刺狀鱗片，體側有一列規則排列的圓錐狀的棘刺狀突起。
 2. 身體背部為黃褐色、黃色或紅褐色，上有兩列深褐色不規則的斑紋。",鬍鬚蜥為日行性的地棲性蜥蜴，遭天敵時，會鼓脹頭部與身體進行威嚇。,為雜食性，以昆蟲、葉菜為食。,,"中部鬍鬚蜥 Central bearded dragon
  ．特徵：體型粗壯扁平，頭部大呈三角形，外耳孔明顯，頭部後面、頸部背面和喉部有大型棘刺狀鱗片，體側有一列規則排列的圓錐形的棘刺狀突起。身體背部為黃褐色、黃色或紅褐色，上有兩列深褐色不規則的斑紋。
  ．分布：澳洲的中東部。生活在沙漠、乾燥的草原、灌叢和森林。
  體長：30-56 cm
  食性：節肢動物、植物
  習性：日行性",,,,Dragon-CB,中部鬍鬚蜥,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Dragon-CB/Dragon-CB_Pic01.jpg,中部鬍鬚蜥,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Dragon-CB/Dragon-CB_Pic02.jpg,中部鬍鬚蜥,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Dragon-CB/Dragon-CB_Pic03.jpg,中部鬍鬚蜥,http://www.zoo.gov.tw/iTAP/03_Animals/AmphibianReptile/Dragon-CB/Dragon-CB_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-DuYijcImKYkxPVco7OY81Cm,2017/9/29,38,,
